Nam,Mon,score,count
2022,NguVan,5.74,1
2022,NguVan,5.75,51201
2022,NguVan,5.76,1
2022,NguVan,5.8,7
2022,NguVan,5.81,1
2022,NguVan,5.83,241
2022,NguVan,5.85,1
2022,NguVan,5.9,3
2022,NguVan,5.91,35
2022,NguVan,5.92,265
2022,NguVan,6.0,67245
2022,NguVan,6.02,1
2022,NguVan,6.03,1
2022,NguVan,6.05,1
2022,NguVan,6.08,291
2022,NguVan,6.09,1
2022,NguVan,6.1,10
2022,NguVan,6.11,1
2022,NguVan,6.12,1
2022,NguVan,6.13,1
2022,NguVan,6.14,1
2022,NguVan,6.16,54
2022,NguVan,6.17,267
2022,NguVan,6.18,2
2022,NguVan,6.2,13
2022,NguVan,6.22,1
2022,NguVan,6.24,1
2022,NguVan,6.25,61960
2022,NguVan,6.3,19
2022,NguVan,6.32,1
2022,NguVan,6.33,323
2022,NguVan,6.38,1
2022,NguVan,6.4,5
2022,NguVan,6.41,44
2022,NguVan,6.42,282
2022,NguVan,6.45,1
2022,NguVan,6.47,2
2022,NguVan,6.5,72888
2022,NguVan,6.55,4
2022,NguVan,6.58,314
2022,NguVan,6.59,5
2022,NguVan,6.6,13
2022,NguVan,6.63,1
2022,NguVan,6.65,2
2022,NguVan,6.66,34
2022,NguVan,6.67,296
2022,NguVan,6.7,6
2022,NguVan,6.73,2
2022,NguVan,6.75,64576
2022,NguVan,6.8,12
2022,NguVan,6.81,1
2022,NguVan,6.82,1
2022,NguVan,6.83,312
2022,NguVan,6.9,6
2022,NguVan,6.91,41
2022,NguVan,6.92,263
2022,NguVan,6.98,1
2022,NguVan,6.99,2
2022,NguVan,7.0,74417
2022,NguVan,7.02,2
2022,NguVan,7.05,1
2022,NguVan,7.07,1
2022,NguVan,7.08,275
2022,NguVan,7.1,10
2022,NguVan,7.14,1
2022,NguVan,7.15,2
2022,NguVan,7.16,32
2022,NguVan,7.17,235
2022,NguVan,7.18,1
2022,NguVan,7.2,3
2022,NguVan,7.23,1
2022,NguVan,7.25,57548
2022,NguVan,7.3,9
2022,NguVan,7.31,1
2022,NguVan,7.32,1
2022,NguVan,7.33,229
2022,NguVan,7.34,2
2022,NguVan,7.35,1
2022,NguVan,7.4,4
2022,NguVan,7.41,25
2022,NguVan,7.42,182
2022,NguVan,7.48,1
2022,NguVan,7.5,63619
2022,NguVan,7.56,1
2022,NguVan,7.57,1
2022,NguVan,7.58,177
2022,NguVan,7.59,2
2022,NguVan,7.6,12
2022,NguVan,7.62,1
2022,NguVan,7.66,18
2022,NguVan,7.67,123
2022,NguVan,7.7,4
2022,NguVan,7.71,2
2022,NguVan,7.73,2
2022,NguVan,7.75,50921
2022,NguVan,7.8,6
2022,NguVan,7.82,1
2022,NguVan,7.83,124
2022,NguVan,7.84,1
2022,NguVan,7.91,13
2022,NguVan,7.92,74
2022,NguVan,7.98,1
2022,NguVan,8.0,52148
2022,NguVan,8.08,67
2022,NguVan,8.09,1
2022,NguVan,8.1,2
2022,NguVan,8.12,1
2022,NguVan,8.16,8
2022,NguVan,8.17,44
2022,NguVan,8.2,1
2022,NguVan,8.25,35604
2022,NguVan,8.3,1
2022,NguVan,8.33,22
2022,NguVan,8.41,6
2022,NguVan,8.42,19
2022,NguVan,8.5,32726
2022,NguVan,8.56,1
2022,NguVan,8.58,10
2022,NguVan,8.66,1
2022,NguVan,8.67,7
2022,NguVan,8.75,21740
2022,NguVan,8.8,1
2022,NguVan,8.83,4
2022,NguVan,9.0,15555
2022,NguVan,9.08,1
2022,NguVan,9.17,1
2022,NguVan,9.25,6094
2022,NguVan,9.5,2326
2022,NguVan,9.75,172
2022,NguVan,10.0,5
2022,SinhHoc,0.5,5
2022,SinhHoc,0.75,6
2022,SinhHoc,1.0,45
2022,SinhHoc,1.25,80
2022,SinhHoc,1.5,244
2022,SinhHoc,1.75,560
2022,SinhHoc,2.0,1191
2022,SinhHoc,2.25,2193
2022,SinhHoc,2.5,3995
2022,SinhHoc,2.75,6188
2022,SinhHoc,3.0,9198
2022,SinhHoc,3.25,12549
2022,SinhHoc,3.5,16010
2022,SinhHoc,3.75,19296
2022,SinhHoc,4.0,21628
2022,SinhHoc,4.25,22942
2022,SinhHoc,4.5,24004
2022,SinhHoc,4.75,23470
2022,SinhHoc,5.0,22360
2022,SinhHoc,5.25,20200
2022,SinhHoc,5.5,18423
2022,SinhHoc,5.75,16094
2022,SinhHoc,6.0,13956
2022,SinhHoc,6.25,11701
2022,SinhHoc,6.5,9799
2022,SinhHoc,6.75,8466
2022,SinhHoc,7.0,7063
2022,SinhHoc,7.25,5942
2022,SinhHoc,7.5,5159
2022,SinhHoc,7.75,4606
2022,SinhHoc,8.0,4062
2022,SinhHoc,8.25,3566
2022,SinhHoc,8.5,2906
2022,SinhHoc,8.75,2096
2022,SinhHoc,9.0,1243
2022,SinhHoc,9.25,622
2022,SinhHoc,9.5,235
2022,SinhHoc,9.75,54
2022,SinhHoc,10.0,5
2022,Toan,0.2,1
2022,Toan,0.4,3
2022,Toan,0.6,6
2022,Toan,0.8,42
2022,Toan,1.0,109
2022,Toan,1.2,260
2022,Toan,1.4,568
2022,Toan,1.6,1129
2022,Toan,1.8,1980
2022,Toan,2.0,3123
2022,Toan,2.2,4373
2022,Toan,2.4,5965
2022,Toan,2.6,7207
2022,Toan,2.8,8533
2022,Toan,3.0,9661
2022,Toan,3.2,10724
2022,Toan,3.4,11981
2022,Toan,3.6,13066
2022,Toan,3.8,14265
2022,Toan,4.0,15359
2022,Toan,4.2,16898
2022,Toan,4.4,18528
2022,Toan,4.6,20204
2022,Toan,4.8,22232
2022,Toan,5.0,23712
2022,Toan,5.2,25704
2022,Toan,5.4,27651
2022,Toan,5.6,29634
2022,Toan,5.8,31292
2022,Toan,6.0,33409
2022,Toan,6.2,35357
2022,Toan,6.4,37964
2022,Toan,6.6,40132
2022,Toan,6.8,42732
2022,Toan,7.0,45808
2022,Toan,7.2,48716
2022,Toan,7.4,51490
2022,Toan,7.6,53693
2022,Toan,7.8,54495
2022,Toan,8.0,52273
2022,Toan,8.2,48222
2022,Toan,8.4,40654
2022,Toan,8.6,31021
2022,Toan,8.8,20796
2022,Toan,9.0,12095
2022,Toan,9.2,5915
2022,Toan,9.4,2540
2022,Toan,9.6,926
2022,Toan,9.8,240
2022,Toan,10.0,35
2022,VatLy,0.75,1
2022,VatLy,1.0,11
2022,VatLy,1.25,24
2022,VatLy,1.5,71
2022,VatLy,1.75,138
2022,VatLy,2.0,241
2022,VatLy,2.25,388
2022,VatLy,2.5,645
2022,VatLy,2.75,1029
2022,VatLy,3.0,1526
2022,VatLy,3.25,2031
2022,VatLy,3.5,2818
2022,VatLy,3.75,3581
2022,VatLy,4.0,4613
2022,VatLy,4.25,5661
2022,VatLy,4.5,7005
2022,VatLy,4.75,8252
2022,VatLy,5.0,9549
2022,VatLy,5.25,11160
2022,VatLy,5.5,12696
2022,VatLy,5.75,14556
2022,VatLy,6.0,16355
2022,VatLy,6.25,17962
2022,VatLy,6.5,19475
2022,VatLy,6.75,21240
2022,VatLy,7.0,22546
2022,VatLy,7.25,23162
2022,VatLy,7.5,22883
2022,VatLy,7.75,21849
2022,VatLy,8.0,19664
2022,VatLy,8.25,16373
2022,VatLy,8.5,13432
2022,VatLy,8.75,10232
2022,VatLy,9.0,7192
2022,VatLy,9.25,4278
2022,VatLy,9.5,2012
2022,VatLy,9.75,708
2022,VatLy,10.0,154
2023,DiaLy,0.5,2
2023,DiaLy,0.75,10
2023,DiaLy,1.0,20
2023,DiaLy,1.25,35
2023,DiaLy,1.5,68
2023,DiaLy,1.75,151
2023,DiaLy,2.0,285
2023,DiaLy,2.25,514
2023,DiaLy,2.5,873
2023,DiaLy,2.75,1350
2023,DiaLy,3.0,2120
2023,DiaLy,3.25,3214
2023,DiaLy,3.5,4693
2023,DiaLy,3.75,7094
2023,DiaLy,4.0,10230
2023,DiaLy,4.25,14417
2023,DiaLy,4.5,19760
2023,DiaLy,4.75,26157
2023,DiaLy,5.0,33417
2023,DiaLy,5.25,41583
2023,DiaLy,5.5,49235
2023,DiaLy,5.75,55449
2023,DiaLy,6.0,59360
2023,DiaLy,6.25,60795
2023,DiaLy,6.5,58418
2023,DiaLy,6.75,53029
2023,DiaLy,7.0,45992
2023,DiaLy,7.25,37319
2023,DiaLy,7.5,29288
2023,DiaLy,7.75,21874
2023,DiaLy,8.0,15806
2023,DiaLy,8.25,11035
2023,DiaLy,8.5,7564
2023,DiaLy,8.75,4964
2023,DiaLy,9.0,3108
2023,DiaLy,9.25,1706
2023,DiaLy,9.5,825
2023,DiaLy,9.75,259
2023,DiaLy,10.0,35
2023,GDCD,0.25,1
2023,GDCD,0.75,1
2023,GDCD,1.0,2
2023,GDCD,1.25,6
2023,GDCD,1.5,8
2023,GDCD,1.75,17
2023,GDCD,2.0,31
2023,GDCD,2.25,35
2023,GDCD,2.5,59
2023,GDCD,2.75,99
2023,GDCD,3.0,125
2023,GDCD,3.25,196
2023,GDCD,3.5,293
2023,GDCD,3.75,431
2023,GDCD,4.0,622
2023,GDCD,4.25,766
2023,GDCD,4.5,1196
2023,GDCD,4.75,1582
2023,GDCD,5.0,2227
2023,GDCD,5.25,3035
2023,GDCD,5.5,4065
2023,GDCD,5.75,5391
2023,GDCD,6.0,7264
2023,GDCD,6.25,9510
2023,GDCD,6.5,12527
2023,GDCD,6.75,15781
2023,GDCD,7.0,20068
2023,GDCD,7.25,24845
2023,GDCD,7.5,29864
2023,GDCD,7.75,35477
2023,GDCD,8.0,40580
2023,GDCD,8.25,45798
2023,GDCD,8.5,49976
2023,GDCD,8.75,53083
2023,GDCD,9.0,54610
2023,GDCD,9.25,52498
2023,GDCD,9.5,45557
2023,GDCD,9.75,33111
2023,GDCD,10.0,14693
2023,HoaHoc,0.75,1
2023,HoaHoc,1.0,10
2023,HoaHoc,1.25,25
2023,HoaHoc,1.5,78
2023,HoaHoc,1.75,149
2023,HoaHoc,2.0,280
2023,HoaHoc,2.25,439
2023,HoaHoc,2.5,721
2023,HoaHoc,2.75,1064
2023,HoaHoc,3.0,1663
2023,HoaHoc,3.25,2229
2023,HoaHoc,3.5,2981
2023,HoaHoc,3.75,3722
2023,HoaHoc,4.0,4750
2023,HoaHoc,4.25,5738
2023,HoaHoc,4.5,6699
2023,HoaHoc,4.75,7824
2023,HoaHoc,5.0,9071
2023,HoaHoc,5.25,10056
2023,HoaHoc,5.5,11680
2023,HoaHoc,5.75,13427
2023,HoaHoc,6.0,14936
2023,HoaHoc,6.25,17076
2023,HoaHoc,6.5,19137
2023,HoaHoc,6.75,21434
2023,HoaHoc,7.0,23451
2023,HoaHoc,7.25,24895
2023,HoaHoc,7.5,25487
2023,HoaHoc,7.75,24708
2023,HoaHoc,8.0,22206
2023,HoaHoc,8.25,18181
2023,HoaHoc,8.5,13589
2023,HoaHoc,8.75,9170
2023,HoaHoc,9.0,5622
2023,HoaHoc,9.25,3276
2023,HoaHoc,9.5,1610
2023,HoaHoc,9.75,593
2023,HoaHoc,10.0,137
2023,LichSu,0.25,2
2023,LichSu,0.5,2
2023,LichSu,0.75,4
2023,LichSu,1.0,25
2023,LichSu,1.25,79
2023,LichSu,1.5,153
2023,LichSu,1.75,373
2023,LichSu,2.0,769
2023,LichSu,2.25,1516
2023,LichSu,2.5,2630
2023,LichSu,2.75,4257
2023,LichSu,3.0,6693
2023,LichSu,3.25,9785
2023,LichSu,3.5,13436
2023,LichSu,3.75,17448
2023,LichSu,4.0,22203
2023,LichSu,4.25,26527
2023,LichSu,4.5,30462
2023,LichSu,4.75,33868
2023,LichSu,5.0,36301
2023,LichSu,5.25,37987
2023,LichSu,5.5,38921
2023,LichSu,5.75,39085
2023,LichSu,6.0,38903
2023,LichSu,6.25,38519
2023,LichSu,6.5,37167
2023,LichSu,6.75,35826
2023,LichSu,7.0,33971
2023,LichSu,7.25,31691
2023,LichSu,7.5,29288
2023,LichSu,7.75,26220
2023,LichSu,8.0,22820
2023,LichSu,8.25,18967
2023,LichSu,8.5,15018
2023,LichSu,8.75,11590
2023,LichSu,9.0,8267
2023,LichSu,9.25,5776
2023,LichSu,9.5,3827
2023,LichSu,9.75,2277
2023,LichSu,10.0,789
2023,NgoaiNgu,0.2,1
2023,NgoaiNgu,0.6,12
2023,NgoaiNgu,0.8,38
2023,NgoaiNgu,1.0,135
2023,NgoaiNgu,1.2,363
2023,NgoaiNgu,1.4,1024
2023,NgoaiNgu,1.6,1968
2023,NgoaiNgu,1.8,3422
2023,NgoaiNgu,2.0,5874
2023,NgoaiNgu,2.2,8754
2023,NgoaiNgu,2.4,12449
2023,NgoaiNgu,2.6,16646
2023,NgoaiNgu,2.8,20794
2023,NgoaiNgu,3.0,24284
2023,NgoaiNgu,3.2,27456
2023,NgoaiNgu,3.4,30158
2023,NgoaiNgu,3.6,32472
2023,NgoaiNgu,3.8,34005
2023,NgoaiNgu,4.0,34469
2023,NgoaiNgu,4.2,35525
2023,NgoaiNgu,4.4,35085
2023,NgoaiNgu,4.6,34927
2023,NgoaiNgu,4.8,33826
2023,NgoaiNgu,5.0,32945
2023,NgoaiNgu,5.2,31195
2023,NgoaiNgu,5.4,29592
2023,NgoaiNgu,5.6,28010
2023,NgoaiNgu,5.8,26636
2023,NgoaiNgu,6.0,24870
2023,NgoaiNgu,6.2,23748
2023,NgoaiNgu,6.4,22229
2023,NgoaiNgu,6.6,21334
2023,NgoaiNgu,6.8,20413
2023,NgoaiNgu,7.0,19288
2023,NgoaiNgu,7.2,19131
2023,NgoaiNgu,7.4,18288
2023,NgoaiNgu,7.6,18102
2023,NgoaiNgu,7.8,17749
2023,NgoaiNgu,8.0,17401
2023,NgoaiNgu,8.2,17705
2023,NgoaiNgu,8.4,17211
2023,NgoaiNgu,8.6,17341
2023,NgoaiNgu,8.8,16744
2023,NgoaiNgu,9.0,15477
2023,NgoaiNgu,9.2,13482
2023,NgoaiNgu,9.4,9857
2023,NgoaiNgu,9.6,5648
2023,NgoaiNgu,9.8,2353
2023,NgoaiNgu,10.0,555
2023,NguVan,0.25,8
2023,NguVan,0.5,19
2023,NguVan,0.75,29
2023,NguVan,1.0,12
2023,NguVan,1.25,236
2023,NguVan,1.5,322
2023,NguVan,1.75,359
2023,NguVan,1.91,1
2023,NguVan,2.0,701
2023,NguVan,2.25,896
2023,NguVan,2.33,1
2023,NguVan,2.42,1
2023,NguVan,2.5,1262
2023,NguVan,2.58,2
2023,NguVan,2.66,1
2023,NguVan,2.67,2
2023,NguVan,2.75,1717
2023,NguVan,2.8,1
2023,NguVan,2.83,4
2023,NguVan,2.92,1
2023,NguVan,3.0,2707
2023,NguVan,3.08,4
2023,NguVan,3.13,1
2023,NguVan,3.14,1
2023,NguVan,3.17,3
2023,NguVan,3.25,3376
2023,NguVan,3.33,6
2023,NguVan,3.41,2
2023,NguVan,3.42,3
2023,NguVan,3.5,5131
2023,NguVan,3.58,7
2023,NguVan,3.63,1
2023,NguVan,3.66,1
2023,NguVan,3.67,6
2023,NguVan,3.75,6455
2023,NguVan,3.83,16
2023,NguVan,3.91,2
2023,NguVan,3.92,14
2023,NguVan,4.0,9353
2023,NguVan,4.08,20
2023,NguVan,4.1,1
2023,NguVan,4.16,2
2023,NguVan,4.17,21
2023,NguVan,4.2,1
2023,NguVan,4.24,1
2023,NguVan,4.25,10887
2023,NguVan,4.3,3
2023,NguVan,4.33,20
2023,NguVan,4.41,2
2023,NguVan,4.42,20
2023,NguVan,4.5,14848
2023,NguVan,4.55,2
2023,NguVan,4.58,28
2023,NguVan,4.59,1
2023,NguVan,4.6,2
2023,NguVan,4.66,7
2023,NguVan,4.67,17
2023,NguVan,4.7,4
2023,NguVan,4.74,1
2023,NguVan,4.75,14991
2023,NguVan,4.8,2
2023,NguVan,4.83,52
2023,NguVan,4.87,1
2023,NguVan,4.9,1
2023,NguVan,4.91,4
2023,NguVan,4.92,27
2023,NguVan,4.93,2
2023,NguVan,5.0,30270
2023,NguVan,5.08,50
2023,NguVan,5.1,1
2023,NguVan,5.12,1
2023,NguVan,5.15,1
2023,NguVan,5.16,11
2023,NguVan,5.17,42
2023,NguVan,5.18,1
2023,NguVan,5.2,4
2023,NguVan,5.25,29328
2023,NguVan,5.3,5
2023,NguVan,5.33,83
2023,NguVan,5.4,1
2023,NguVan,5.41,20
2023,NguVan,5.42,63
2023,NguVan,5.5,39931
2023,NguVan,5.55,2
2023,NguVan,5.58,97
2023,NguVan,5.59,1
2023,NguVan,5.6,7
2023,NguVan,5.63,1
2023,NguVan,5.66,18
2023,NguVan,5.67,84
2023,NguVan,5.7,4
2023,NguVan,5.71,1
2023,NguVan,5.75,44093
2023,NguVan,5.8,6
2023,NguVan,5.81,1
2023,NguVan,5.83,112
2023,NguVan,5.85,1
2023,NguVan,5.9,2
2023,NguVan,5.91,24
2023,NguVan,5.92,90
2023,NguVan,6.0,59104
2023,NguVan,6.01,1
2023,NguVan,6.02,1
2023,NguVan,6.05,2
2023,NguVan,6.07,1
2023,NguVan,6.08,150
2023,NguVan,6.1,8
2023,NguVan,6.15,2
2023,NguVan,6.16,23
2023,NguVan,6.17,142
2023,NguVan,6.2,6
2023,NguVan,6.21,1
2023,NguVan,6.24,1
2023,NguVan,6.25,59235
2023,NguVan,6.3,13
2023,NguVan,6.32,1
2023,NguVan,6.33,172
2023,NguVan,6.35,1
2023,NguVan,6.4,6
2023,NguVan,6.41,32
2023,NguVan,6.42,151
2023,NguVan,6.43,3
2023,NguVan,6.46,1
2023,NguVan,6.48,1
2023,NguVan,6.5,71760
2023,NguVan,6.51,1
2023,NguVan,6.54,1
2023,NguVan,6.58,170
2023,NguVan,6.59,1
2023,NguVan,6.6,5
2023,NguVan,6.66,23
2023,NguVan,6.67,157
2023,NguVan,6.68,3
2023,NguVan,6.7,5
2023,NguVan,6.73,2
2023,NguVan,6.75,68492
2023,NguVan,6.8,6
2023,NguVan,6.81,1
2023,NguVan,6.82,1
2023,NguVan,6.83,204
2023,NguVan,6.84,1
2023,NguVan,6.85,1
2023,NguVan,6.9,6
2023,NguVan,6.91,30
2023,NguVan,6.92,157
2023,NguVan,7.0,78772
2023,NguVan,7.02,1
2023,NguVan,7.03,2
2023,NguVan,7.05,1
2023,NguVan,7.06,1
2023,NguVan,7.08,165
2023,NguVan,7.1,7
2023,NguVan,7.12,1
2023,NguVan,7.15,1
2023,NguVan,7.16,29
2023,NguVan,7.17,176
2023,NguVan,7.18,2
2023,NguVan,7.2,4
2023,NguVan,7.22,1
2023,NguVan,7.24,1
2023,NguVan,7.25,66956
2023,NguVan,7.26,1
2023,NguVan,7.3,13
2023,NguVan,7.31,2
2023,NguVan,7.33,175
2023,NguVan,7.35,2
2023,NguVan,7.4,2
2023,NguVan,7.41,16
2023,NguVan,7.42,127
2023,NguVan,7.45,1
2023,NguVan,7.5,73541
2023,NguVan,7.52,1
2023,NguVan,7.55,2
2023,NguVan,7.56,1
2023,NguVan,7.58,139
2023,NguVan,7.59,1
2023,NguVan,7.6,3
2023,NguVan,7.66,22
2023,NguVan,7.67,109
2023,NguVan,7.7,2
2023,NguVan,7.75,63440
2023,NguVan,7.8,5
2023,NguVan,7.83,101
2023,NguVan,7.9,4
2023,NguVan,7.91,8
2023,NguVan,7.92,69
2023,NguVan,7.95,1
2023,NguVan,8.0,67519
2023,NguVan,8.08,61
2023,NguVan,8.1,2
2023,NguVan,8.16,4
2023,NguVan,8.17,39
2023,NguVan,8.2,4
2023,NguVan,8.25,50780
2023,NguVan,8.3,1
2023,NguVan,8.33,36
2023,NguVan,8.41,8
2023,NguVan,8.42,23
2023,NguVan,8.5,48830
2023,NguVan,8.58,13
2023,NguVan,8.63,1
2023,NguVan,8.66,2
2023,NguVan,8.67,9
2023,NguVan,8.75,35512
2023,NguVan,8.8,1
2023,NguVan,8.83,2
2023,NguVan,8.91,1
2023,NguVan,8.92,2
2023,NguVan,9.0,26203
2023,NguVan,9.08,3
2023,NguVan,9.25,12073
2023,NguVan,9.5,4661
2023,NguVan,9.75,443
2023,NguVan,10.0,1
2023,SinhHoc,0.25,1
2023,SinhHoc,0.5,1
2023,SinhHoc,0.75,2
2023,SinhHoc,1.0,13
2023,SinhHoc,1.25,15
2023,SinhHoc,1.5,42
2023,SinhHoc,1.75,78
2023,SinhHoc,2.0,118
2023,SinhHoc,2.25,171
2023,SinhHoc,2.5,297
2023,SinhHoc,2.75,465
2023,SinhHoc,3.0,709
2023,SinhHoc,3.25,1077
2023,SinhHoc,3.5,1740
2023,SinhHoc,3.75,2527
2023,SinhHoc,4.0,3748
2023,SinhHoc,4.25,5306
2023,SinhHoc,4.5,7462
2023,SinhHoc,4.75,9963
2023,SinhHoc,5.0,13053
2023,SinhHoc,5.25,16145
2023,SinhHoc,5.5,19307
2023,SinhHoc,5.75,22602
2023,SinhHoc,6.0,25243
2023,SinhHoc,6.25,26677
2023,SinhHoc,6.5,27268
2023,SinhHoc,6.75,26755
2023,SinhHoc,7.0,24468
2023,SinhHoc,7.25,21946
2023,SinhHoc,7.5,18487
2023,SinhHoc,7.75,14606
2023,SinhHoc,8.0,11244
2023,SinhHoc,8.25,8048
2023,SinhHoc,8.5,5739
2023,SinhHoc,8.75,3832
2023,SinhHoc,9.0,2470
2023,SinhHoc,9.25,1526
2023,SinhHoc,9.5,888
2023,SinhHoc,9.75,432
2023,SinhHoc,10.0,135
2023,Toan,0.2,1
2023,Toan,0.4,2
2023,Toan,0.6,4
2023,Toan,0.8,32
2023,Toan,1.0,82
2023,Toan,1.2,248
2023,Toan,1.4,539
2023,Toan,1.6,1055
2023,Toan,1.8,1928
2023,Toan,2.0,3084
2023,Toan,2.2,4498
2023,Toan,2.4,6266
2023,Toan,2.6,8310
2023,Toan,2.8,10049
2023,Toan,3.0,11499
2023,Toan,3.2,13224
2023,Toan,3.4,14581
2023,Toan,3.6,15839
2023,Toan,3.8,17023
2023,Toan,4.0,18705
2023,Toan,4.2,20121
2023,Toan,4.4,21769
2023,Toan,4.6,23146
2023,Toan,4.8,25087
2023,Toan,5.0,26667
2023,Toan,5.2,28490
2023,Toan,5.4,30648
2023,Toan,5.6,32351
2023,Toan,5.8,34652
2023,Toan,6.0,37100
2023,Toan,6.2,39299
2023,Toan,6.4,41586
2023,Toan,6.6,44705
2023,Toan,6.8,47231
2023,Toan,7.0,51245
2023,Toan,7.2,54069
2023,Toan,7.4,56130
2023,Toan,7.6,56640
2023,Toan,7.8,53308
2023,Toan,8.0,47380
2023,Toan,8.2,37744
2023,Toan,8.4,27537
2023,Toan,8.6,18534
2023,Toan,8.8,10923
2023,Toan,9.0,5850
2023,Toan,9.2,2672
2023,Toan,9.4,1080
2023,Toan,9.6,337
2023,Toan,9.8,89
2023,Toan,10.0,12
2023,VatLy,0.25,1
2023,VatLy,0.5,2
2023,VatLy,0.75,2
2023,VatLy,1.0,8
2023,VatLy,1.25,15
2023,VatLy,1.5,59
2023,VatLy,1.75,130
2023,VatLy,2.0,254
2023,VatLy,2.25,429
2023,VatLy,2.5,805
2023,VatLy,2.75,1229
2023,VatLy,3.0,1776
2023,VatLy,3.25,2789
2023,VatLy,3.5,3672
2023,VatLy,3.75,4852
2023,VatLy,4.0,6019
2023,VatLy,4.25,7419
2023,VatLy,4.5,8771
2023,VatLy,4.75,10138
2023,VatLy,5.0,11317
2023,VatLy,5.25,12664
2023,VatLy,5.5,13693
2023,VatLy,5.75,15147
2023,VatLy,6.0,16259
2023,VatLy,6.25,17447
2023,VatLy,6.5,18523
2023,VatLy,6.75,19523
2023,VatLy,7.0,20599
2023,VatLy,7.25,21129
2023,VatLy,7.5,21554
2023,VatLy,7.75,21207
2023,VatLy,8.0,19844
2023,VatLy,8.25,17351
2023,VatLy,8.5,13561
2023,VatLy,8.75,9287
2023,VatLy,9.0,5308
2023,VatLy,9.25,2822
2023,VatLy,9.5,1136
2023,VatLy,9.75,368
2023,VatLy,10.0,70
2024,DiaLy,0.25,2
2024,DiaLy,0.5,1
2024,DiaLy,0.75,2
2024,DiaLy,1.0,13
2024,DiaLy,1.25,24
2024,DiaLy,1.5,52
2024,DiaLy,1.75,75
2024,DiaLy,2.0,141
2024,DiaLy,2.25,249
2024,DiaLy,2.5,374
2024,DiaLy,2.75,587
2024,DiaLy,3.0,878
2024,DiaLy,3.25,1211
2024,DiaLy,3.5,1764
2024,DiaLy,3.75,2422
2024,DiaLy,4.0,3304
2024,DiaLy,4.25,4558
2024,DiaLy,4.5,6373
2024,DiaLy,4.75,8658
2024,DiaLy,5.0,11616
2024,DiaLy,5.25,15404
2024,DiaLy,5.5,20212
2024,DiaLy,5.75,26101
2024,DiaLy,6.0,32569
2024,DiaLy,6.25,38599
2024,DiaLy,6.5,44920
2024,DiaLy,6.75,50251
2024,DiaLy,7.0,53350
2024,DiaLy,7.25,55594
2024,DiaLy,7.5,54671
2024,DiaLy,7.75,52133
2024,DiaLy,8.0,47364
2024,DiaLy,8.25,41702
2024,DiaLy,8.5,35562
2024,DiaLy,8.75,29067
2024,DiaLy,9.0,23265
2024,DiaLy,9.25,18112
2024,DiaLy,9.5,12621
2024,DiaLy,9.75,7647
2024,DiaLy,10.0,3175
2024,GDCD,1.0,1
2024,GDCD,1.25,5
2024,GDCD,1.5,8
2024,GDCD,1.75,23
2024,GDCD,2.0,26
2024,GDCD,2.25,48
2024,GDCD,2.5,54
2024,GDCD,2.75,70
2024,GDCD,3.0,108
2024,GDCD,3.25,158
2024,GDCD,3.5,226
2024,GDCD,3.75,311
2024,GDCD,4.0,474
2024,GDCD,4.25,682
2024,GDCD,4.5,979
2024,GDCD,4.75,1323
2024,GDCD,5.0,1885
2024,GDCD,5.25,2627
2024,GDCD,5.5,3712
2024,GDCD,5.75,5204
2024,GDCD,6.0,7143
2024,GDCD,6.25,10047
2024,GDCD,6.5,13536
2024,GDCD,6.75,17935
2024,GDCD,7.0,23295
2024,GDCD,7.25,29574
2024,GDCD,7.5,36595
2024,GDCD,7.75,43315
2024,GDCD,8.0,50689
2024,GDCD,8.25,55888
2024,GDCD,8.5,59083
2024,GDCD,8.75,60143
2024,GDCD,9.0,56721
2024,GDCD,9.25,48214
2024,GDCD,9.5,33591
2024,GDCD,9.75,16232
2024,GDCD,10.0,3661
2024,HoaHoc,0.25,2
2024,HoaHoc,1.0,4
2024,HoaHoc,1.25,21
2024,HoaHoc,1.5,65
2024,HoaHoc,1.75,152
2024,HoaHoc,2.0,336
2024,HoaHoc,2.25,547
2024,HoaHoc,2.5,952
2024,HoaHoc,2.75,1660
2024,HoaHoc,3.0,2350
2024,HoaHoc,3.25,3363
2024,HoaHoc,3.5,4595
2024,HoaHoc,3.75,5721
2024,HoaHoc,4.0,6831
2024,HoaHoc,4.25,8252
2024,HoaHoc,4.5,9470
2024,HoaHoc,4.75,10643
2024,HoaHoc,5.0,11977
2024,HoaHoc,5.25,12851
2024,HoaHoc,5.5,13681
2024,HoaHoc,5.75,14742
2024,HoaHoc,6.0,15426
2024,HoaHoc,6.25,16022
2024,HoaHoc,6.5,16995
2024,HoaHoc,6.75,17927
2024,HoaHoc,7.0,18690
2024,HoaHoc,7.25,19438
2024,HoaHoc,7.5,20217
2024,HoaHoc,7.75,20244
2024,HoaHoc,8.0,19689
2024,HoaHoc,8.25,18325
2024,HoaHoc,8.5,15928
2024,HoaHoc,8.75,13117
2024,HoaHoc,9.0,10157
2024,HoaHoc,9.25,7244
2024,HoaHoc,9.5,4831
2024,HoaHoc,9.75,2764
2024,HoaHoc,10.0,1278
2024,LichSu,0.5,2
2024,LichSu,0.75,4
2024,LichSu,1.0,8
2024,LichSu,1.25,32
2024,LichSu,1.5,55
2024,LichSu,1.75,139
2024,LichSu,2.0,312
2024,LichSu,2.25,550
2024,LichSu,2.5,936
2024,LichSu,2.75,1687
